[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-18 19:16:56] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-18 19:16:58] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-18 19:16:58] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-18 19:16:58] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416\
[2024-11-18 19:16:58] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/agency/
[2024-11-18 19:17:47] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.min.js?simply_static_page=262
[2024-11-18 19:17:47] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.min.js?simply_static_page=262
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:103] Filesize: 607171 bytes
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92dbf28b6-IbilID.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-admin.min.js
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:48] [class-ss-page.php:119] Checking Content Identical:bf48d720c9e70479a0ef11b06fafc135e76337f1===. Value: FALSE
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2024-11-18 19:17:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 918
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92dc51306-mEtT4n.tmp
[2024-11-18 19:17:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt?simply_static_page=263
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt?simply_static_page=263
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:103] Filesize: 758 bytes
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92dc51306-mEtT4n.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-admin.min.js.LICENSE.txt
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:48] [class-ss-page.php:119] Checking Content Identical:900ca32fac5ad18f687a6adbef3dc1cdc361490b===. Value: FALSE
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2024-11-18 19:17:48] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 918
[2024-11-18 19:17:48] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92dc5d5b5-727C3z.tmp
[2024-11-18 19:17:48] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.js?simply_static_page=264
[2024-11-18 19:17:48] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.js?simply_static_page=264
[2024-11-18 19:17:52] [class-ss-url-fetcher.php:103] Filesize: 2121041 bytes
[2024-11-18 19:17:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2024-11-18 19:17:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92dc5d5b5-727C3z.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-gutenberg.js
[2024-11-18 19:17:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:57] [class-ss-page.php:119] Checking Content Identical:d28fb50a6861639952f3559d273779b24eeceddf===. Value: FALSE
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2024-11-18 19:17:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 918
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92e5448de-HtggAj.tmp
[2024-11-18 19:17:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js?simply_static_page=265
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js?simply_static_page=265
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:103] Filesize: 637019 bytes
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92e5448de-HtggAj.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:57] [class-ss-page.php:119] Checking Content Identical:9617220f599d616f43f8a0d3fb4a44945ed54a5a===. Value: FALSE
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2024-11-18 19:17:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 918
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92e5c6419-OKSGy9.tmp
[2024-11-18 19:17:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt?simply_static_page=266
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt?simply_static_page=266
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92e5c6419-OKSGy9.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-gutenberg.min.js.LICENSE.txt
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:17:57] [class-ss-page.php:119] Checking Content Identical:e4fdeb429e0ed2d0153820d0426edb7d1851e545===. Value: FALSE
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-11-18 19:17:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 918
[2024-11-18 19:17:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92e5dc0d2-0A3ath.tmp
[2024-11-18 19:17:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=267
[2024-11-18 19:17:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.js?simply_static_page=267
[2024-11-18 19:17:59] [class-ss-url-fetcher.php:103] Filesize: 600771 bytes
[2024-11-18 19:17:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:17:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-11-18 19:17:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92e5dc0d2-0A3ath.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-layout.js
[2024-11-18 19:17:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:17:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:17:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:00] [class-ss-page.php:119] Checking Content Identical:79f55672e6188fffe8372ce501da9edb98ece2e4===. Value: FALSE
[2024-11-18 19:18:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-11-18 19:18:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 918
[2024-11-18 19:18:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92e86f933-gBjop4.tmp
[2024-11-18 19:18:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=268
[2024-11-18 19:18:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.min.js?simply_static_page=268
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:103] Filesize: 242193 bytes
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92e86f933-gBjop4.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-layout.min.js
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:01] [class-ss-page.php:119] Checking Content Identical:7a306c2e6a19f1fa3239d3b31ee17a9bed122d6b===. Value: FALSE
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-11-18 19:18:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 918
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92e9e1d51-xvo92W.tmp
[2024-11-18 19:18:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=269
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt?simply_static_page=269
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92e9e1d51-xvo92W.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-layout.min.js.LICENSE.txt
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:01] [class-ss-page.php:119] Checking Content Identical:a8cd41f35d9642d28759efe1289925bbcd65eab1===. Value: FALSE
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-11-18 19:18:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 918
[2024-11-18 19:18:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92e9ef030-tTCSbO.tmp
[2024-11-18 19:18:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=270
[2024-11-18 19:18:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.js?simply_static_page=270
[2024-11-18 19:18:05] [class-ss-url-fetcher.php:103] Filesize: 2103473 bytes
[2024-11-18 19:18:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-11-18 19:18:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92e9ef030-tTCSbO.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-media-library.js
[2024-11-18 19:18:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:07] [class-ss-page.php:119] Checking Content Identical:ae688105f6a0f96ef836677ed742b158b0c6a832===. Value: FALSE
[2024-11-18 19:18:07] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-11-18 19:18:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 918
[2024-11-18 19:18:07] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92efca31c-zYohY5.tmp
[2024-11-18 19:18:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=271
[2024-11-18 19:18:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.min.js?simply_static_page=271
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:103] Filesize: 631139 bytes
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/673b92efca31c-zYohY5.tmp to C:\xampp\htdocs\Agency/wp-content/uploads\simply-static\temp-files/simply-static-1-1731957416/wp-content/plugins/elementor/assets/js/ai-media-library.min.js
[2024-11-18 19:18:08] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-18 19:18:08] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-18 19:18:08] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-18 19:18:08] [class-ss-page.php:119] Checking Content Identical:37d0c521569258111cee4e666c786b6f6db07fb9===. Value: FALSE
[2024-11-18 19:18:08] [class-ss-fetch-urls-task.php:72] URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt
[2024-11-18 19:18:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 918
[2024-11-18 19:18:08] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/673b92f03ff4b-2ifF5E.tmp
[2024-11-18 19:18:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=272
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/agency/wp-content/plugins/elementor/assets/js/ai-media-library.min.js.LICENSE.txt?simply_static_page=272
[2024-11-18 19:18:08] [class-ss-url-fetcher.php:103] Filesize: 919 bytes
